StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,QB,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_3,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,opp,gc,term,Q_TotalDuration
5/3/2022 14:51,5/3/2022 14:52,100,76,TRUE,5/3/2022 14:52,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,76
5/3/2022 14:52,5/3/2022 14:52,100,11,TRUE,5/3/2022 14:52,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,11
5/3/2022 14:52,5/3/2022 14:53,100,17,TRUE,5/3/2022 14:53,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,17
5/3/2022 14:51,5/3/2022 14:53,100,80,TRUE,5/3/2022 14:53,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,80
5/3/2022 14:53,5/3/2022 14:53,100,11,TRUE,5/3/2022 14:53,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,11
5/3/2022 14:52,5/3/2022 14:53,100,51,TRUE,5/3/2022 14:53,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,51
5/3/2022 14:50,5/3/2022 14:53,100,226,TRUE,5/3/2022 14:53,"About $1,500",30,Female,White,No,High school diploma or GED,Serious problem,Somewhat of a problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,,Serious problem,,Serious problem,Somewhat of a problem,Disagree,Strongly disagree,Agree,Yes,Yes,Yes,0,0,1,0,1,1,0,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Agree,Likely,Very likely,Likely,Very likely,Very likely,Agree,Disagree,Disagree,Agree,Agree,Qual2726-0413ScottGenpopBS,1,,226
5/3/2022 14:52,5/3/2022 14:53,100,69,TRUE,5/3/2022 14:53,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,69
5/3/2022 14:44,5/3/2022 14:54,100,585,TRUE,5/3/2022 14:54,"About $1,500",34,Female,White,No,Some college,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Strongly agree,Agree,Strongly disagree,Yes,Yes,No,0,0,0,0,0,0,0,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Very unlikely,Unlikely,Unlikely,Unlikely,Likely,Agree,Agree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,585
5/3/2022 14:53,5/3/2022 14:54,100,53,TRUE,5/3/2022 14:54,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,53
5/3/2022 14:48,5/3/2022 14:54,100,338,TRUE,5/3/2022 14:54,"About $1,500",31,Female,White,No,Bachelor's degree,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Not a problem,Agree,Strongly agree,Strongly disagree,No,,,0,0,0,0,0,0,0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Likely,Likely,Unlikely,Unlikely,Likely,Agree,Agree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,338
5/3/2022 14:49,5/3/2022 14:54,100,320,TRUE,5/3/2022 14:54,"About $1,500",24,Female,White,No,Technical or associate degree,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Strongly agree,Strongly agree,Strongly disagree,No,,Yes,0,0,0,0,0,0,0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Unlikely,Likely,Very unlikely,Likely,Very unlikely,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,320
5/3/2022 14:54,5/3/2022 14:54,100,21,TRUE,5/3/2022 14:54,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,21
5/3/2022 14:54,5/3/2022 14:55,100,13,TRUE,5/3/2022 14:55,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,13
5/3/2022 14:54,5/3/2022 14:55,100,21,TRUE,5/3/2022 14:55,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,21
5/3/2022 14:54,5/3/2022 14:55,100,43,TRUE,5/3/2022 14:55,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,43
5/3/2022 14:55,5/3/2022 14:55,100,17,TRUE,5/3/2022 14:55,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,17
5/3/2022 14:55,5/3/2022 14:55,100,19,TRUE,5/3/2022 14:55,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,19
5/3/2022 14:55,5/3/2022 14:55,100,41,TRUE,5/3/2022 14:55,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,41
5/3/2022 14:47,5/3/2022 14:56,100,521,TRUE,5/3/2022 14:56,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,521
5/3/2022 14:55,5/3/2022 14:56,100,42,TRUE,5/3/2022 14:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,42
5/3/2022 14:51,5/3/2022 14:56,100,260,TRUE,5/3/2022 14:56,"About $1,500",22,Female,White,No,Some college,Somewhat of a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Agree,Agree,Disagree,Yes,No,Yes,0,0,0,0,0,0,2,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Very unlikely,Very unlikely,Likely,Very unlikely,Likely,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,260
5/3/2022 14:51,5/3/2022 14:57,100,342,TRUE,5/3/2022 14:57,"About $1,500",34,Female,,No,Master's or law degree (JD or LLM),Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Agree,Strongly agree,Strongly disagree,Yes,Yes,Yes,0,0,0,0,0,0,1,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Agree,Likely,Very likely,Likely,Likely,Very unlikely,Agree,Agree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,342
5/3/2022 14:51,5/3/2022 14:57,100,331,TRUE,5/3/2022 14:57,"About $1,500",32,Female,White,No,Technical or associate degree,Somewhat of a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Agree,Strongly agree,Disagree,No,No,No,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Likely,Very likely,Likely,Likely,Likely,Agree,Agree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,331
5/3/2022 14:54,5/3/2022 14:57,100,148,TRUE,5/3/2022 14:57,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,148
5/3/2022 14:51,5/3/2022 14:58,100,448,TRUE,5/3/2022 14:58,"About $1,500",25,Female,White,No,High school diploma or GED,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Serious problem,Not a problem,Somewhat of a problem,Serious problem,Strongly disagree,Agree,Agree,Yes,No,No,0,0,0,0,0,0,0,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Agree,Likely,Very likely,Likely,Likely,Unlikely,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Qual2726-0413ScottGenpopBS,1,,448
5/3/2022 13:57,5/3/2022 15:02,100,3922,TRUE,5/3/2022 15:02,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,3922
5/3/2022 15:02,5/3/2022 15:02,100,8,TRUE,5/3/2022 15:02,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,8
5/3/2022 15:05,5/3/2022 15:05,100,12,TRUE,5/3/2022 15:05,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,12
5/3/2022 15:05,5/3/2022 15:05,100,18,TRUE,5/3/2022 15:05,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,18
5/3/2022 14:41,5/3/2022 15:06,100,1503,TRUE,5/3/2022 15:06,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,1503
5/3/2022 15:06,5/3/2022 15:07,100,26,TRUE,5/3/2022 15:07,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,26
5/3/2022 15:07,5/3/2022 15:07,100,13,TRUE,5/3/2022 15:07,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,13
5/3/2022 15:08,5/3/2022 15:09,100,50,TRUE,5/3/2022 15:09,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,50
5/3/2022 14:22,5/3/2022 15:09,100,2824,TRUE,5/3/2022 15:09,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,2824
5/3/2022 15:06,5/3/2022 15:09,100,169,TRUE,5/3/2022 15:09,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,169
5/3/2022 15:09,5/3/2022 15:09,100,32,TRUE,5/3/2022 15:09,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,32
5/3/2022 15:18,5/3/2022 15:18,100,11,TRUE,5/3/2022 15:18,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,11
5/3/2022 15:20,5/3/2022 15:21,100,77,TRUE,5/3/2022 15:21,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,77
5/3/2022 15:13,5/3/2022 15:22,100,569,TRUE,5/3/2022 15:22,"About $1,500",28,Female,Black or African American,No,Some college,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Agree,Agree,Disagree,No,,,0,0,0,0,0,0,0,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Unlikely,Unlikely,Likely,Unlikely,Unlikely,Agree,Disagree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,569
5/3/2022 15:18,5/3/2022 15:23,100,327,TRUE,5/3/2022 15:23,"About $1,500",29,Female,Black or African American,No,Master's or law degree (JD or LLM),Serious problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Disagree,Agree,Agree,Yes,Yes,Yes,0,0,0,0,0,0,1,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Unlikely,Likely,Very unlikely,Likely,Unlikely,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,327
5/3/2022 14:47,5/3/2022 15:28,100,2469,TRUE,5/3/2022 15:28,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,2469
5/3/2022 15:29,5/3/2022 15:29,100,9,TRUE,5/3/2022 15:29,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,9
5/3/2022 15:29,5/3/2022 15:29,100,32,TRUE,5/3/2022 15:29,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,32
5/3/2022 15:30,5/3/2022 15:30,100,8,TRUE,5/3/2022 15:30,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,8
5/3/2022 15:30,5/3/2022 15:30,100,25,TRUE,5/3/2022 15:30,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,25
5/3/2022 15:31,5/3/2022 15:31,100,11,TRUE,5/3/2022 15:31,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,11
5/3/2022 15:33,5/3/2022 15:34,100,39,TRUE,5/3/2022 15:34,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,39
5/3/2022 15:36,5/3/2022 15:36,100,19,TRUE,5/3/2022 15:36,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,19
5/3/2022 15:36,5/3/2022 15:37,100,9,TRUE,5/3/2022 15:37,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,9
5/3/2022 15:40,5/3/2022 15:40,100,15,TRUE,5/3/2022 15:40,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,15
4/26/2022 15:42,4/26/2022 15:43,3,39,FALSE,5/3/2022 15:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,39
5/3/2022 15:44,5/3/2022 15:44,100,16,TRUE,5/3/2022 15:44,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,16
5/3/2022 15:45,5/3/2022 15:48,100,184,TRUE,5/3/2022 15:48,"About $1,500",24,Female,Black or African American,No,High school diploma or GED,Somewhat of a problem,Somewhat of a problem,Serious problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Serious problem,Serious problem,Strongly agree,Strongly agree,,No,No,Yes,3,2,0,1,0,1,1,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Very likely,Likely,Likely,,Very likely,,Agree,Agree,Strongly disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,184
4/26/2022 15:50,4/26/2022 15:51,3,12,FALSE,5/3/2022 15:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,12
4/26/2022 15:50,4/26/2022 15:52,38,106,FALSE,5/3/2022 15:52,"About $1,500",21,Female,Black or African American,No,Some college,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Serious problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Serious problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Disagree,Agree,,Yes,No,No,0,0,,0,,0,0,Disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Strongly agree,,Agree,Agree,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,106
4/26/2022 15:52,4/26/2022 15:52,6,5,FALSE,5/3/2022 15:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,5
4/26/2022 15:54,4/26/2022 15:54,3,10,FALSE,5/3/2022 15:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,10
4/26/2022 15:54,4/26/2022 15:55,6,51,FALSE,5/3/2022 15:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,51
5/3/2022 15:54,5/3/2022 15:55,100,27,TRUE,5/3/2022 15:55,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,27
5/3/2022 15:06,5/3/2022 15:57,100,3079,TRUE,5/3/2022 15:57,"About $1,500",29,Female,Black or African American,Yes,Some college,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Agree,Agree,Strongly disagree,,No,Yes,0,0,,0,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,Agree,Agree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,3079
4/28/2022 10:58,5/3/2022 15:59,100,450039,TRUE,5/3/2022 15:59,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,450039
5/3/2022 16:00,5/3/2022 16:00,100,21,TRUE,5/3/2022 16:00,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,21
4/26/2022 15:55,4/26/2022 16:01,26,343,FALSE,5/3/2022 16:01,"About $1,500",53,Female,Black or African American,,Technical or associate degree,Somewhat of a problem,Not a problem,Not a problem,Serious problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,343
4/26/2022 16:02,4/26/2022 16:02,3,27,FALSE,5/3/2022 16:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,27
5/3/2022 16:03,5/3/2022 16:04,100,16,TRUE,5/3/2022 16:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,16
5/3/2022 16:05,5/3/2022 16:05,100,8,TRUE,5/3/2022 16:05,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,8
4/26/2022 16:03,4/26/2022 16:06,3,152,FALSE,5/3/2022 16:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,152
5/3/2022 16:06,5/3/2022 16:06,100,45,TRUE,5/3/2022 16:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,45
5/3/2022 16:06,5/3/2022 16:06,100,35,TRUE,5/3/2022 16:06,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,35
5/3/2022 16:14,5/3/2022 16:15,100,28,TRUE,5/3/2022 16:15,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,28
5/3/2022 16:13,5/3/2022 16:21,100,502,TRUE,5/3/2022 16:21,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,502
5/3/2022 16:23,5/3/2022 16:23,100,18,TRUE,5/3/2022 16:23,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,18
4/26/2022 16:23,4/26/2022 16:23,6,28,FALSE,5/3/2022 16:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,28
5/3/2022 16:21,5/3/2022 16:24,100,161,TRUE,5/3/2022 16:24,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,161
5/3/2022 16:13,5/3/2022 16:25,100,674,TRUE,5/3/2022 16:25,"About $1,500",30,Female,Black or African American,No,High school diploma or GED,Somewhat of a problem,Serious problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Agree,Agree,Disagree,No,No,No,0,0,0,0,0,0,0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Likely,Likely,Unlikely,Likely,Unlikely,Disagree,Disagree,Disagree,Disagree,Agree,Qual2726-0413ScottGenpopBS,1,,674
4/26/2022 16:26,4/26/2022 16:26,6,11,FALSE,5/3/2022 16:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,11
5/3/2022 16:29,5/3/2022 16:29,100,17,TRUE,5/3/2022 16:29,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,17
5/3/2022 16:38,5/3/2022 16:38,100,7,TRUE,5/3/2022 16:38,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,7
4/26/2022 16:45,4/26/2022 16:45,6,17,FALSE,5/3/2022 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,,,17
5/3/2022 16:39,5/3/2022 16:45,100,379,TRUE,5/3/2022 16:45,"About $1,500",25,Female,Black or African American,No,High school diploma or GED,Somewhat of a problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Agree,Agree,Disagree,Yes,No,Yes,1,2,1,2,3,2,1,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Unlikely,Likely,Unlikely,Likely,Likely,Agree,Agree,Disagree,Agree,Agree,Qual2726-0413ScottGenpopBS,1,,379
5/3/2022 16:46,5/3/2022 16:47,100,17,TRUE,5/3/2022 16:47,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,17
